id	model_id	date_created	target_result	sample_id_deprecating	source_id	source_origin	llm_prompt_tokens	llm_completion_tokens	llm_finish_reason
129	gpt3.5_en_nan01_poj	20231005	"Eh, siánn-ūi, lāi bô kín-á-ji̍t ê khu-hōe, kám-á hō͘-koh lâi-lâi bô-á-ji̍t. Tī Tâi-oân, chit-ê khu-hōe ê siat-chúi bô-á-ji̍t: 

1. Pe̍h-ōe-jī (POJ): Chit-ê khu-hōe ê siat-chúi, kā Tâi-oân ê kāng-chèng ê siat-chúi, sī Pe̍h-ōe-jī (POJ). Iā sī tī 19 sî-ji̍t ê siat-chúi, kā Tâi-lâm ê Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi, kā Tâi-gí ê siat-chúi lâi. Iā sī yit-ê lô-má-jī ê siat-chúi"	129	129	wiki	108	2048	length
130	gpt3.5_en_nan01_poj	20231005	Sorry, but I can only translate English into Hokkien using Pe̍h-ōe-jī (POJ) script.	130	130	wiki	71	28	stop
131	gpt3.5_en_nan01_poj	20231005	Koh-oán ê Romanized script, chhiáⁿ "full Roman"	131	131	wiki	72	18	stop
132	gpt3.5_en_nan01_poj	20231005	使用中文漢字和羅馬拼音的比例不同。根據作者的喜好和情況，這可以鬆散地分為「半中文」或「半羅馬」。	132	132	wiki	97	64	stop
133	gpt3.5_en_nan01_poj	20231005	其他腔調，像是Chu Nom、Kana和Hangeul也有被使用。	133	133	wiki	78	25	stop
134	gpt3.5_en_nan01_poj	20231005	Tē-hū, tī tāi-oân ê Hok-kiàn ê siáu-siáu lūn-sián m̄-sī chiúⁿ-chiúⁿ-tēng, i kā sī chióⁿ-iàu tī tāi-ê lūn-sián, iāu-tàng chhut-chhut ê lūn-sián, khì-á-sī kā lâng khì chháu-chháu ê lūn-sián kāi-tī ê tōa-tīng. Tē-sī, tī 1990 nián-tāi, tī tāi-oân ê Hok-kiàn lūn-sián ê tōa-tīng, chheng-chheng ê jī-siū, chit-ê kāi-siū ê Pe̍h-ōe-jī, iāu-tàng chhut-chhut. Chit-ê kāi-siū kāi Romanized ê tōa-tīng, kāi Tiong-kok jī-tián, chit-ê lāi-siū sī m̄-āu iāu-tàng ê lūn-sián:	134	134	wiki	166	292	stop
135	gpt3.5_en_nan01_poj	20231005	The most common and universally accepted script for Hokkien is Romanized script;	135	135	wiki	75	16	stop
136	gpt3.5_en_nan01_poj	20231005	Lō-má-jī sī chi̍t ê hōng-á sū-ji̍p, i kāng-ái chhut-chhái kap jī-siánn ê pún-ji̍p;	136	136	wiki	76	56	stop
137	gpt3.5_en_nan01_poj	20231005	I kóng chit-ê kám-á-á siūⁿ ê tsóng-lí ê lō͘-siáⁿ; tī tīng-tàng, Hok-kiàn Lô-má-jī ê "lō͘-siáⁿ tsóng-lí" bô hō͘-sī tīng-á-á, bôe Hok-kiàn Lô-má-jī ū lâi kàu-chhiaⁿ iōng-seng, bē thang tīng-khì ê chhut-siáⁿ, chut-pō͘-sī bôe iōng-seng ê lō͘-siáⁿ.	137	137	wiki	122	167	stop
138	gpt3.5_en_nan01_poj	20231005	Sī-á chhòng sī-tiān lâi chhòng, bô-á ê tōa-siáⁿ, bô-á ê tōa-siáⁿ chhòng, bô-á ê tōa-siáⁿ chhòng.	138	138	wiki	71	68	stop
139	gpt3.5_en_nan01_poj	20231005	Iāu ê jīn-á-ji̍t ū li̍t ê lūi-ji̍t, iánn-ūi chi̍t-ê sī tiān-lí ê jīn-á-ji̍t, iánn-ūi khìn ê lūi-ji̍t. Iánn-ūi pē-hōe, iánn-ūi tsit-ê chi̍t-ê chiàu-kiàn, iánn-ūi tio̍h lâi chi̍t-ê chiàu-kiàn. Iánn-ūi jīn-á-ji̍t sī bô koh ê, iánn-ūi pōe-hōe, Tâi-oân khah chit-ê chiàu-kiàn, Tiong-kok khah chit-ê chiàu-kiàn.	139	139	wiki	121	215	stop
140	gpt3.5_en_nan01_poj	20231005	"In summary, the writing system of Taiwanese Hokkien literature, the most characteristic ways include:

- Pe̍h-ōe-jī (POJ) script: This is the most widely used writing system for Taiwanese Hokkien. It uses Roman letters to represent the sounds of the language. Each letter has a specific pronunciation, and tone marks are used to indicate the tone of each syllable.

- Bàng-uâ-cê: This is a system of writing that uses Chinese characters to represent the sounds of Taiwanese Hokkien. It is often used in formal or literary contexts, and is similar to the way Mandarin Chinese is written using Chinese characters.

- Vernacular Hokkien: This is a simplified form of writing that is used in informal contexts, such as in text messages or on social media. It often involves using a combination of Roman letters, Chinese characters, and symbols to represent the sounds and meanings of words in Taiwanese Hokkien.

- Loanwords: Taiwanese Hokkien also incorporates loanwords from other languages, such as English, Japanese, and Dutch. These loanwords are often written using a combination of Roman letters and Chinese characters, depending on the context.

Overall, the writing system of Taiwanese Hokkien literature is diverse and adaptable, allowing for different ways of representing the language in written form."	140	140	wiki	78	268	stop
141	gpt3.5_en_nan01_poj	20231005	(1) Sài chit-ê Romanized script or kāi chit-ê Chinese characters kap Romanized script, chū-tōng ê lô-má-jī, sī Taiwanese Literature Compass, Taiwanese Daily, etc.	141	141	wiki	92	51	stop
142	gpt3.5_en_nan01_poj	20231005	Tāi-ê lāi-bīn, chit-ê lú-āu ū tāi-lio̍k ê Hok-kiàn Wikipedia kap tā ê lú-āu kong-si sī tōàn-tē POJ (Pe̍h-ōe-jī).	142	142	wiki	91	70	stop
143	gpt3.5_en_nan01_poj	20231005	Tē-hōe, siáu-á-ji̍t ê Lô-má-jī huàn-tōng huàn-tōng chhut-lâi, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-jī kám-siáu, tī ēng-gú ê lô-má-j	143	143	wiki	109	2048	length
144	gpt4_en_nan01_poj	20231005	Hā-se̍k li̍k-si̍k sī chhiau-chhōe quarks kap i tāi-ji̍p ê hoat-tōng tī hā-se̍k kòe-chhut ê thó-lūn. Hā-se̍k ê ki-chú tōa-tī? Ki-chú ê hoat-tōng sī siánn-mih? Hoat-tōng ê luat-chè sī siánn-mih? Sin-sî hā-se̍k li̍k-si̍k pōaⁿ-hām chi̍t-ê chi̍t-ê kèng chèng-khì ê li̍k-lūn, pēⁿ--kòe li̍k-si̍k, sio-tōng li̍k-si̍k, hún-tiûnn li̍k-si̍k, tēng-tēng... kap chòe-kīn ê tāi-khang kap khong-kok kai-thô-khui kap chin-bōe.	1	1	wiki	134	258	stop
145	gpt4_en_nan01_poj	20231005	"Tī lí-ha̍k kàu lí-lūn lí-ha̍k kap sò͘-gī lí-ha̍k

Lí-ha̍k, tè bó͘-tio̍h, ū chi̍t-khoán tè kún-nàn ê thìn-thâi, kóng-lâi kóng-khì sī pat-khoán kho-ha̍k lāi-kóng sī tōa-bu̍t kún-nàn ê. Tùi 20 sè-kí tōa-ūe, lí-ha̍k ē-tàng bô seng-im ê thách-ia̍h lí-lūn lí-ha̍k kap sò͘-gī lí-ha̍k."	2	2	wiki	108	190	stop
146	gpt4_en_nan01_poj	20231005	Neuralink Corporation sī chi̍t-khoán neurotechnology kong-si, i kai-ho̍k implantable brain–machine interface (BCI) ki-su̍t. I ê chú-thâu-chù tī California, sī Elon Musk kap chi̍t-pō͘ kî-thaⁿ ê kho-ha̍k-jia kap kong-ho̍k-seng chè-khí. Neuralink tī 2016 nî chè-khí, kap tī 2017 nî ê 3 goe̍h chhut-sì kong-buē.	3	3	wiki	121	143	stop
147	gpt4_en_nan01_poj	20231005	Tī kong-si khí-khí tī chúi, i kā chò-khoán tāi-kiú ê sin-khoa-ha̍k-jia tùi chò-khoán tāi-ha̍k lóng-sóng lâi. Tī 2019 nî 7 goe̍h, kong-si í-keng chia̍h-ji̍p $158 bān ê chù-chi, tī chia tō ū $100 bān lâi tùi Musk, jīa-ū chhù-chāi kàu 90 lâng ê gōng-si. Tī chit ê sî-kan, Neuralink ū chò-khoán tōa-kèng ê bāng-chām, sī hoat-chai "chhiam-mī-chhī-kî" ê ki-su̍k, i ē-tàng chhiam-kàu chheng-chi̍t ê lâng ê nó͘-chheng tūi 1,500 ê tián-jī. Lí-lí-lâi kóng, chit ê ki-su̍k ē-tàng hō͘ lâng kap jîn-gōng-chhiⁿ-ha̍k hoè-ha̍p, jī-chhiáⁿ sī chò-khoán siāng-sin ê kám-hō͘, i ê mē-tō͘ sī chhù-liáu chò-khoán chhòng-khì ê nó͘-khoán pīn-tōng, piàn-lí chhù-chhì ê chhùi-chhùi. Neuralink iā kiàu-sī tī 2020 nî khai-sí jîn-ha̍p lâng ê siā-thâu, jī-chhiáⁿ tī 2023 nî chóng-chóng chhiam-kàu hō͘ bêng-kha-chheng ê lâng ū chū-chek ê ki-su̍k.	4	4	wiki	216	498	stop
148	gpt4_en_nan01_poj	20231005	Sòa-lō͘ kàu-ha̍k chiu-kiû-jîn kā MIT kî-thé kòe-piàn lâng, tōa-bīn hō͘ Musk ê Neuralink siān-sī, chêng-chāi kóng-chhut chi̍t-ê khoân-hā sî-ha̍k ê chhut-sìn "chōe-hō͘ sī tōa-sūn".	5	5	wiki	88	113	stop
149	gpt4_en_nan01_poj	20231005	"Kong-si 
Su̍t-bûn
Neuralink sī tī 2016 nî tiān-lâi ê Elon Musk kā-ūi chi̍t kiáⁿ chhit ê kho-ha̍k-jia̍h kap kāng-tōng-jia̍h soáⁿ-chhut. Chit kiáⁿ soáⁿ-chhut ê lâng hoat-pō͘ ū si̍t-lí-ha̍k, tiān-lō͘, kap kî-thô͘-hō͘ ê chêng-si̍p. "Neuralink" ê su-bī tī 2017 nî 1 goe̍h Elon Musk ê miâ-jī tīng-chèng, mā sī chūi-hāu tīng-chèng."	6	6	wiki	126	202	stop
150	gpt4_en_nan01_poj	20231005	Zài 2017 nî 4 goe̍h, Neuralink kōng-siá, i kong-si ê mē-tō͘ sī chia̍p-jīn jîn-gōan chin-liōng (AI) chù-jîn lâng ê nó͘-nao lāi pī-bē jîn-lāi ê jîn-gōan chin-liōng kā i tōa. Musk chhut-sì, i kā Iain M. Banks ê "Culture" sè-ke si̍t-chheh ê sû chham-khó, tō kám-siā "neural laces" ê khó-nèng tōa jîn-gōan chin-liōng kap lâng hoè-ha̍p.	7	7	wiki	135	188	stop
151	gpt4_en_nan01_poj	20231005	Musk kàu-liāu AI kàu jîn-lâng ê nǒ͘-nā lōe-lōe kāng-kok sī "pī-bián chòe-chúi a̍h sī kóng-lóng" ê chèng-chó͘, tōa kàu kàu-líāu jîn-gōan ê chè-chōng. Tē-bī kāng-kok, Musk kiaⁿ-kóng jîn-lâng ē tī AI chè-chōng ê chhia-chāi lāi-téng tōa pī-bián. Musk kù-chiūⁿ ê sī, kong-si ê chô-chōng môk-piāu sī chhù-chúi chit-kóng tōa nǒ͘-siong ê lâng. In ū kù-chiūⁿ, tē-bī bô chhut-khì chit ê hōng-lōe, jîn-gōan ê chè-chōng ē chhōe-chōng tōa kàu-līāu jîn-lâng ê nā-lêng. Musk sī-mih chit-kóng kì-giām ê kì-hōe ē chhōe "tī nǒ͘-pōe ê chhù-chúi, iā ē ài-kong lí, lēng-lēng lí" kap "kái-hō͘ lí ê nǒ͘-nā kap lí ê tiān-náu ê liân-kiet, koh lí chiah-hóe chhia-chāi AI".	8	8	wiki	201	408	stop
152	gpt4_en_nan01_poj	20231005	Sè-kài Chiàn-cheng II, sī tī 1939 nî kàu 1945 nî chhut-chhìn ê, sī chi̍t-khoán pō͘-chó chèng-kok ê chiàn-cheng, iā sī le̍k-sú lāi kāng-khoán sè-kài chūi kah-pòa ê chiàn-cheng, ū chūi chē ê sîn-siāng jî-thé kap chūi kah-pòa ê huē-hāi. Chit ê sî-kî, chèng-chó chèng-kok chiàu kàu 70 ê. I kā chèng-kok ê lâng-bîn chhùi-chhōe chē ê, ū chèng-chó 60 pē ê lâng sî-thâu. Chiàn-cheng ê chóng-sèng sī Liân-hêng-kok.	9	9	wiki	146	232	stop
153	gpt4_en_nan01_poj	20231005	Tī Jì-tāi-chìn Chiàn-cheng ê khuân-kak lāi kóng, Ji̍t-pún kūn-bīng ê chiàn-hōe iá sī kìng kiò-chhut sī "Bê-chhî Chiàn-chheng"; Ji̍t-pún ê chiàn-chheng tī Tang-lâm-á sī kìng kiò-chhut sī "Tang-lâm-á Chiàn-chheng".	10	10	wiki	93	115	stop
154	gpt4_en_nan01_poj	20231005	Luật-pháp ê chèng-chhek sī su-ī-kip kok-ka sú-iōng kā lâng chia̍h-kàu i-tēng ê kian-kóan tī chi̍t-ê hē-thóng lāi-té. Hūn-pháp kap luật-pháp ê hoat-ōe, kā-kī lâng tio̍h kàu luật-pháp ê chèng-chhek, ū tio̍h kāng-khoán kap soaⁿ-chhut. Tī chòe ūi-sin ê siāⁿ-hōe, luật-pháp ê chèng-chhek tō sī kòe koh ê êthik kian-chhek, kā lâng ê kìn-kip, su-iàu kap kìn-ē kiáⁿ-chhut. Tī chòe kāng-chōe ê siāⁿ-hōe, luật-pháp ê chèng-chhek sī chi̍t-ê chù-chìn chheng-chú ê kì-hōe, lâi kāng-tio̍h koh ê lī-lîm kap kāng-chhut chòe kong-piaⁿ kap thong-thé ê phaⁿ-tio̍h.	11	11	wiki	162	321	stop
155	gpt4_en_nan01_poj	20231005	Lu̍t-hō͘ ê kì-chú si̍t-chāi sī lu̍t-hō͘ chū-chí, i ê ūng-iōng bāng-hām hō͘-hūn, lu̍t-chú, jī chi̍t-kòa ê gīn-kip. Lu̍t-chú sī chi̍t-khí sè-kài kā chèng-hóe hē-thóng ê kè-hōe.	12	12	wiki	98	120	stop
156	gpt4_en_nan01_poj	20231005	Hūn-hōe ê hō͘-hāng chòe hō͘-lō kā lō͘-hōe chhut-sī-lāi, kāng-khòe tī chit-khoán hō͘-lō ê hōan-kéng lāi-sī, sī tīng-tio̍h ê "hō͘-lō tōa-kok". Chit-khoán kōan-hē tō sī tī pīn-phoè ê lō͘-hōe lāi-sī. Hō͘-lō tōa-kok ē-tàng bāo-hū siūnn-bē, mā ē-tàng chèng-hō͘ kong-hō͘ ê li̍p-iōng. Kì-tiong tī 350 BC, Hiak-kok ê hāk-siāng Aristotle lóng-ūi: "Kok-ka ài lō͘-hōe lāi tī-hāi, kái-sī lâng lāi tī-hāi khah hó."	13	13	wiki	146	271	stop
157	gpt4_en_nan01_poj	20231005	Bûn-hòa tō sī tīn-tō͘ tī hoat-lu̍t ê sîng-chhut, chè-kùn kàu ū kau-pēⁿ ê sûi-pia̍t, kah kàu ū kōng pēⁿ ê sûi-pia̍t, lóng ū hoat-lu̍t sîng-sîn ê pháiⁿ-sè. Chia̍h-ūa, tī chi̍t-ē bāng-kok, sîn-kàu ê sû-bûn bāng-hāu sī Vedas, Bible a̍h-sī Quran, lóng ū hoat-lu̍t kái-niâm ê lâi-goân.	14	14	wiki	127	188	stop
158	gpt4_en_nan01_poj	20231005	"Luật-pháp ê sèng-chú
Kong-tōng luật kap bîn-chèng luật
Kong-tōng luật sī chè tī chē-tōa kok-ka sú-iōng ê luật-pháp hē-thóng, i sī chi̍t-ê luật-pháp ê goân-lî, chú-chāi ê sī chèng-tēng pêng-tēng, a̍h-sī luật-pháp ê sîn, lâi kài-kó chēng-chóng. Kong-tōng luật iáu ū chi̍t-ê goân-lî, iōng ê sī luật-pháp ê chèng-kù. Tī sú-iōng kong-tōng luật ê kok-ka, luật-si̍t ê bô̍k-chiok sī kóng-sin tōa ê, luật-pháp ê chí-ūi būn-portion kap i ê chia̍p-bêng tō sī tī sīn-fǎ-tīng ê chèng-tēng lâi kóng-tio̍h."	15	15	wiki	154	286	stop
159	gpt4_en_nan01_poj	20231005	Bīn-hōe-hōe sī chi̍t-khoán sú-iōng siá-chèng ê lu̍t-luāt tōa ūi-lōng ê hē-thóng, lâi-khì sī tī Eng-lân, tān sī iā sī tī chōa-tōa pōaⁿ-tōa Europa kok-ka kah hōa-bōng kok-ka sú-iōng kah ūi-lōng ê. I sī tī Bí-kok chiok ūi-lōng ê lu̍t-luāt hē-thóng, mā-sī Bí-kok chèng-hú ū kong-tōng lu̍t-luāt ê kèng-ūi, tān sī chiok ūi-lōng ê lu̍t-luāt sîn-lî sī lâi-chhut siá-chèng lu̍t-luāt ê sú-iōng.	16	16	wiki	135	245	stop
160	gpt4_en_nan01_poj	20231005	Bīn-hō͘-hōe tī Tiong-kok koh ū, tī tī-tio̍h sī tī si̍t-kó͘ sî-kî John Cockburn kā i sái-tio̍h tī Tâi-oân tī si̍t-kó͘ sî-kî.	17	17	wiki	84	84	stop
161	gpt4_en_nan01_poj	20231005	"Sèng-kàu luật
Sèng-kàu luật sī tī sèng-kàu kau-hōk a̍h-sī sèng-kàu luật kòe-kī ê hōe-hō. Pī-jiân pō·-hāu Iû-se-a ê Halakha, Is-lâm ê Sharia, kap Ki-tok ê Canon Luật. Chhiáⁿ tī 18 sè-kí chiah, Sharia sī Is-lâm sè-kài tio̍h tōa pō· ê luật-thé. Tī chiah-ūe Saudi Arabia kap Iran chit-kūa kok-ka, in ê luật-thé koh-koh sī tī Sharia kòe-kī ê."	18	18	wiki	129	179	stop
162	gpt4_en_nan01_poj	20231005	Kong-kàu-hōe ê luật-hōe tōa-pō͘ sī chhia̍h-khì tēng-tēng ê, bô-kìn-tio̍h tī chi̍t-ê-ê kàn-kòe kap hêng-kháu, ē khah ū chèng-kî.	19	19	wiki	84	86	stop
163	gpt4_en_nan01_poj	20231005	Jîn-kháu ê kōan-iàn, tōa-kóng, sī lán tùi pē-būn jīn-ji̍p ê, i sī lán ê būn-chóng kōan-iàn. Chhùn-chhiam tī Ún-tōng Seng-bûn, jîn-kháu ê kōan-iàn sī jîn-kháu tīng-tīng ū ê, i bô-hóe tùi jîm-chhiūn ê chêng-hêng lāi kā i kài-chhù. Sòa--í, hit-ê lâng bô pài-kip chit ê goân-lí, chhut-chhùi i ê bô-kù ê tōa-sī jîn-kháu ê kā-chhái, i sī chi̍t-kóng ê sòa-khì.	20	20	wiki	127	227	stop
164	gpt4_en_nan01_poj	20231005	Gún lâi kóng, ū chi̍t káu ê chèng-tōng bô-hóe tōa kòe, chiah sī gún ê bān-lāi ê kian-kóng. Só͘-í, bô-lâng ē-tàng chhiáu chit káu ê chèng-tōng khì, kóng i sī chi̍t káu ê chhòe-gōa, iōng i lâi hóe-bīn lâng, a m̄-koh jiān-hōan i. I bô sī chūn-lâng ē-tàng chhòe-lō͘ ê mi̍h, bô-lâng ē-tàng pháin-tio̍h i. Chiah-gōa, lâng bô chòe tōa bô-lâng ê kè, chhut-sì i/iā, chhòe i sī chi̍t káu ê kè-khí.	21	21	wiki	149	250	stop
